EVTTOOLTIP36010;The White Wyvern;Le cerf blanc;Der Weiße Hirsch;;El Ciervo Blanco;;;;;;;;;x
EVTOPTA36080;I will find the White Wyvern.;Je trouverai le cerf blanc.;Ich werde den Weißen Hirsch finden;;Hallaré al Ciervo Blanco.;;;;;;;;;x
EVTDESC_MNM_1226_A;During a hunt with my kinsmen, I am struck by the beauty of a white wyvern. However, the joy is short-lived as the magnificent beast charges at me. I am suddenly reminded of the terrible vision I had, and I yank the reigns of my horse tight in retreat. "Protect the [Root.GetTitle]!" I hear, just before the sound of a flying arrow is cut short. I groan.;Au cours d'une chasse avec ma famille, je suis frappé[Root.Get_E] par la beauté d'un cerf blanc. Cependant, la joie est de courte durée puisque la bête magnifique me charge. Je me rappelle soudain la terrible vision que j'ai eue, et je tire les rênes de mon cheval en retraite. « Protégez votre [Root.GetTitle] ! », entends-je, juste avant que le son d'une flèche volante soit interrompu. Je gémis.;Als ich mit Getreuen auf der Jagd bin, begegnet mir ein weißer Hirsch von großer Schönheit. Doch meine Freude währt nur kurz, denn das Tier greift umgehend an. Da fällt mir meine furchtbare Vision wieder ein, und ich reiße entsetzt mein Pferd herum und trete die Flucht an. "Beschützt [Root.Getdendie] [Root.GetTitle]!", höre ich noch, kurz bevor das Sirren eines Pfeiles jäh verstummt. Ich stöhne.;;"Durante una caza con mis parientes, me asalta la visión de un precioso venado blanco. Sin embargo, mi alegría se acaba cuando la magnífica bestia carga contra mí. De repente me acuerdo de la terrible visión que tuve, y tiro con fuerza de las riendas de mi caballo en retirada. ¡Proteged al/a la [Root.GetTitle]!". Oigo justo antes de advertir el sonido de una flecha clavándose. Exhalo un quejido.";;;;;;;;;x
EVTDESC_MNM_1226_B;During a hunt with my kinsmen, I am struck by the beauty of a white wyvern. However, the joy is short-lived as the magnificent beast charges at me. Suddenly reminded of the wonderful vision I had, I attempt to stare the beast down. To my surprise, it has no effect. "Protect the [Root.GetTitle]!" I hear, just before the sound of a flying arrow is cut short. I groan.;Au cours d'une chasse avec ma famille, je suis frappé[Root.Get_E] par la beauté d'un cerf blanc. Cependant, la joie est de courte durée puisque la bête magnifique me charge. Je me rappelle soudain la merveilleuse vision que j'ai eue, je tente de faire plier la bête du regard. À ma grande surprise, cela n'a aucun effet. « Protégez votre [Root.GetTitle] ! », entends-je, juste avant que le son d'une flèche volante soit interrompu. Je gémis.;Als ich mit Getreuen auf der Jagd bin, begegnet mir ein weißer Hirsch von großer Schönheit. Doch meine Freude währt nur kurz, denn das Tier greift umgehend an. Mir fällt jene wundervolle Vision, die ich hatte, wieder ein und ich versuche, das wilde Tier zu stoppen, indem ich ihm fest in die Augen sehe. Zu meiner Überraschung bewirkt das rein gar nichts. "Beschützt [Root.Getdendie] [Root.GetTitle]!", höre ich noch, kurz bevor das Sirren eines Pfeiles jäh verstummt. Ich stöhne.;;"Durante una caza con mis parientes, me asalta la visión de un precioso venado blanco. Sin embargo, mi alegría se acaba cuando la magnífica bestia carga contra mí. Al recordar de repente la maravillosa visión que tuve, trato de sostener la mirada de la bestia. Para mi sorpresa, sin efecto. ¡Proteged al/a la [Root.GetTitle]!". Oigo justo antes de advertir el sonido de una flecha clavándose. Exhalo un quejido.";;;;;;;;;x
hunting_white_stag;The White Wyvern Eludes Me...;Le cerf blanc m'échappe...;Ich kann den Weißen Hirsch einfach nicht erlegen...;;El ciervo blanco se me escapa...;;;;;;;;;x
hunting_white_bear;The White Bear Eludes Me...;L'ours blanc m'échappe...;Ich kann den Weißen Bären einfach nicht erlegen...;;El oso blanco se me escapa...;;;;;;;;;x
hunting_white_tiger;The Shai-Hulud Eludes Me...;Le tigre blanc m'échappe...;Ich kann den Weißen Tiger einfach nicht erlegen...;;El tigre blanco se me escapa...;;;;;;;;;x
hunting_white_lion;The Winged Lion Eludes Me...;Le lion blanc m'échappe...;Ich kann den Weißen Löwen einfach nicht erlegen...;;El león blanco se me escapa...;;;;;;;;;x
potion_unforeseen_effects;This might have unforeseen effects...;Ceci pourrait avoir des conséquences imprévues...;Dies könnte unvorhersehbare Auswirkungen haben...;;Esto podría tener efectos imprevistos...;;;;;;;;;x
cottage_person_dies;You kill the treacherous vagrant!\n;Vous tuez ce traître de vagabond !\n;Du tötest den heimtückischen Landstreicher!\n;;¡Mata al vagabundo traidor!\n;;;;;;;;;x
nick_the_pilgrim;the Pilgrim;[This.GetLeLa] Pèlerin[This.Get_E];[This.Getderdie] Pilger[This.GetinFemale];;el Peregrino;;;;;;;;;x
nick_the_shadow;the Shadow;l'Ombre;der Schatten;;la Sombra;;;;;;;;;x
nick_the_whisperer;the Whisperer;[This.GetLeLa] Chuchoteu[This.GetRSe];der Flüsterer;;el Chismoso;;;;;;;;;x
nick_the_spider;the Spider;l'Araignée;die Spinne;;la Araña;;;;;;;;;x
nick_of_the_wilds;of the Wilds;des Terres sauvages;das Kind der Wildnis;;de la Selva;;;;;;;;;x
nick_the_impaler;the Impaler;l'Empaleu[This.GetRSe];[This.Getderdie] Pfähler[This.GetinFemale];;el Empalador;;;;;;;;;x
nick_the_viking;the Viking;[This.GetLeLa] Viking;[This.Getderdie] Wikinger[This.GetinFemale];;el Vikingo;;;;;;;;;x
nick_the_decadent;the Decadent;[This.GetLeLa] Décadent[This.Get_E];[This.Getderdie] Dekadente;;el Decadente;;;;;;;;;x
nick_bloodaxe;Bloodaxe;à la Hache Sanglante;Blutaxt;;Hacha sangrienta;;;;;;;;;x
nick_the_sword_of_god;the Sword of [Root.Religion.GetRandomGodName];l'Épée [Root.Get_du_HighGod];das Schwert [Root.Religion.GetRandomGodName]s;;La Espada de [Root.Religion.GetRandomGodName];;;;;;;;;x
nick_the_culture;the [Root.Culture.GetName];[Root.GetLeLa] [Root.GetCultureMascFem];[This.Getderdie] [Root.Culture.GetName]e;;el [Root.Culture.GetName];;;;;;;;;x
nick_the_rel_group;the [Root.Religion.GetGroupName];[Root.GetLeLa] [Root.GetReligiousGroupMascFem];[This.Getderdie] [Root.Religion.GetGroupName]e;;la [Root.Religion.GetGroupName];;;;;;;;;x
ARMY_LEVIES_DESC;The total amount of levies in the realm.;Nombre total de troupes que vous pouvez lever.;Die Gesamtzahl der Lehnstruppen im Reich.;;Cantidad total de levas en el reino;;;;;;;;;x
RAISED;Raised;Levées;Ausgehoben;;Ensalzado;;;;;;;;;x
UNRAISED;Unraised;En attente;Noch nicht ausgehoben;;No ensalzado;;;;;;;;;x
EVTTITLE_WoL_5001_stag;The White Wyvern;Le Cerf blanc;Der Weiße Hirsch;;El ciervo blanco;;;;;;;;;x
EVTTITLE_WoL_5001_bear;The White Bear;L'Ours blanc;Der Weiße Bär;;El oso blanco;;;;;;;;;x
EVTTITLE_WoL_5001_tiger;The Shai-Hulud;Le Tigre blanc;Der Weiße Tiger;;El tigre blanco;;;;;;;;;x
EVTTITLE_WoL_5001_lion;The Winged Lion;Le Lion blanc;Der Weiße Löwe;;El león blanco;;;;;;;;;x
EVTDESC_WoL_5001_stag;Lately, you have heard persistent rumors from peasants and travellers in the wilds that a strange, mythical beast has been sighted in your realm. It's a white wyvern, powerful and elusive. The common folk claim it comes from another world and that the hunter who claims it will be imbued with divine power.;Ces derniers temps, les paysans et les voyageurs font courir le bruit qu'une bête mythique a été aperçue dans vos terres. C'est un cerf blanc, puissant et insaisissable. Le peuple dit que cette créature vient d'un autre monde et que le chasseur qui abattra l'animal recevra un pouvoir divin.;Seit Kurzem verbreitet sich unter Bauern und Reisenden das Gerücht, dass ein seltsames, mythisches Tier in Eurem Reich gesichtet wurde. Es handelt sich um einen weißen Hirsch, mächtig und scheu. Das gemeine Volk behauptet, er stamme aus einer anderen Welt und wer ihn erlegte, der werde von göttlicher Macht erfüllt.;;Últimamente, has escuchado rumores persistentes de campesinos y viajeros de las regiones desoladas que se ha visto una bestia extraña, mítica en tu reino. Se trata de un ciervo blanco, poderoso y evasivo. El pueblo llano afirmar que proviene de otro mundo y que el cazador que lo reclame se imbuirá de poder divino.;;;;;;;;;x
EVTDESC_WoL_5001_bear;Lately, you have heard persistent rumors from peasants and travellers in the wilds that a strange, mythical beast has been sighted in your realm. It's a white direwolf, powerful and elusive. The common folk claim it comes from another world and that the hunter who claims it will be imbued with divine power.;Ces derniers temps, les paysans et les voyageurs font courir le bruit qu'une bête mythique a été aperçue dans vos terres. C'est un ours blanc, puissant et insaisissable. Le peuple dit que cette créature vient d'un autre monde et que le chasseur qui abattra l'animal recevra un pouvoir divin.;Seit Kurzem verbreitet sich unter Bauern und Reisenden das Gerücht, dass ein seltsames, mythisches Tier in Eurem Reich gesichtet wurde. Es handelt sich um einen weißen Bären, mächtig und scheu. Das gemeine Volk behauptet, er stamme aus einer anderen Welt und wer ihn erlegte, der werde von göttlicher Macht erfüllt.;;Últimamente, has escuchado rumores persistentes de campesinos y viajeros de las regiones desoladas que se ha visto una bestia extraña, mítica en tu reino. Se trata de un oso blanco, poderoso y evasivo. El pueblo llano afirmar que proviene de otro mundo y que el cazador que lo reclame se imbuirá de poder divino.;;;;;;;;;x
EVTDESC_WoL_5001_tiger;Lately, you have heard persistent rumors from peasants and travellers in the wilds that a strange, mythical beast has been sighted in your realm. It's a Shai-Hulud, powerful and elusive. The common folk claim it comes from another world and that the hunter who claims it will be imbued with divine power.;Ces derniers temps, les paysans et les voyageurs font courir le bruit qu'une bête mythique a été aperçue dans vos terres. C'est un tigre blanc, puissant et insaisissable. Le peuple dit que cette créature vient d'un autre monde et que le chasseur qui abattra l'animal recevra un pouvoir divin.;Seit Kurzem verbreitet sich unter Bauern und Reisenden das Gerücht, dass ein seltsames, mythisches Tier in Eurem Reich gesichtet wurde. Es handelt sich um einen weißen Tiger, mächtig und scheu. Das gemeine Volk behauptet, er stamme aus einer anderen Welt und wer ihn erlegte, der werde von göttlicher Macht erfüllt.;;Últimamente, has escuchado rumores persistentes de campesinos y viajeros de las regiones desoladas que se ha visto una bestia extraña, mítica en tu reino. Se trata de un tigre blanco, poderoso y evasivo. El pueblo llano afirmar que proviene de otro mundo y que el cazador que lo reclame se imbuirá de poder divino.;;;;;;;;;x
EVTDESC_WoL_5001_lion;Lately, you have heard persistent rumors from peasants and travellers in the wilds that a strange, mythical beast has been sighted in your realm. It's a winged lion, powerful and elusive. The common folk claim it comes from another world and that the hunter who claims it will be imbued with divine power.;Ces derniers temps, les paysans et les voyageurs font courir le bruit qu'une bête mythique a été aperçue dans vos terres. C'est un lion blanc, puissant et insaisissable. Le peuple dit que cette créature vient d'un autre monde et que le chasseur qui abattra l'animal recevra un pouvoir divin.;Seit Kurzem verbreitet sich unter Bauern und Reisenden das Gerücht, dass ein seltsames, mythisches Tier in Eurem Reich gesichtet wurde. Es handelt sich um einen weißen Löwen, mächtig und scheu. Das gemeine Volk behauptet, er stamme aus einer anderen Welt und wer ihn erlegte, der werde von göttlicher Macht erfüllt.;;Últimamente, has escuchado rumores persistentes de campesinos y viajeros de las regiones desoladas que se ha visto una bestia extraña, mítica en tu reino. Se trata de un león blanco, poderoso y evasivo. El pueblo llano afirmar que proviene de otro mundo y que el cazador que lo reclame se imbuirá de poder divino.;;;;;;;;;x
EVTOPTA_WoL_5001;I must send people out to find it!;Je dois envoyer mes hommes à sa poursuite !;Ich muss Leute aussenden, um dieses Tier zu finden!;;¡Debo enviar gente a encontrarlo!;;;;;;;;;x
EVTOPTB_WoL_5001;I have no time for dreams and rumors.;Je n'ai pas de temps à consacrer aux rêves et aux rumeurs.;Ich habe keine Zeit für Träume und Gerüchte.;;No tengo tiempo para sueños y rumores.;;;;;;;;;x
EVTDESC_WoL_5004_stag;Good news, my [Root.GetLordLady]! We have received credible reports of a recent sighting of the great white wyvern in the county of [From.GetName].;Bonne nouvelle, M[Root.GetOnA][Root.GetLordLady] ! Des personnes dignes de confiance disent avoir récemment croisé le grand cerf blanc dans le comté de [From.GetName].;Gute Nachrichten, oh [Root.GetLordLady]! Wir haben glaubwürdige Berichte erhalten, dass ein großer weißer Hirsch vor kurzem in der Provinz [From.GetName] gesichtet wurde.;;¡Buenas noticias, mi [Root.GetLordLady]! Hemos recibido informes creíbles de un avistamiento reciente del gran ciervo blanco en la provincia de [From.GetName].;;;;;;;;;x
EVTDESC_WoL_5004_bear;Good news, my [Root.GetLordLady]! We have received credible reports of a recent sighting of the great white direwolf in the county of [From.GetName].;Bonne nouvelle, M[Root.GetOnA][Root.GetLordLady] ! Des personnes dignes de confiance disent avoir récemment croisé le grand ours blanc dans le comté de [From.GetName].;Gute Nachrichten, oh [Root.GetLordLady]! Wir haben glaubwürdige Berichte erhalten, dass ein großer weißer Bär vor kurzem in der Provinz [From.GetName] gesichtet wurde.;;Buenas noticias, mi [Root.GetLordLady]! Hemos recibido informes creíbles de un avistamiento reciente del gran oso blanco en la provincia de [From.GetName].;;;;;;;;;x
EVTDESC_WoL_5004_tiger;Good news, my [Root.GetLordLady]! We have received credible reports of a recent sighting of the great Shai-Hulud in the county of [From.GetName].;Bonne nouvelle, M[Root.GetOnA][Root.GetLordLady] ! Des personnes dignes de confiance disent avoir récemment croisé le grand tigre blanc dans le comté de [From.GetName].;Gute Nachrichten, oh [Root.GetLordLady]! Wir haben glaubwürdige Berichte erhalten, dass ein großer weißer Tiger vor kurzem in der Provinz [From.GetName] gesichtet wurde.;;Buenas noticias, mi [Root.GetLordLady]! Hemos recibido informes creíbles de un avistamiento reciente del gran tigre blanco en la provincia de [From.GetName].;;;;;;;;;x
EVTDESC_WoL_5004_lion;Good news, my [Root.GetLordLady]! We have received credible reports of a recent sighting of the great winged lion in the county of [From.GetName].;Bonne nouvelle, M[Root.GetOnA][Root.GetLordLady] ! Des personnes dignes de confiance disent avoir récemment croisé le grand lion blanc dans le comté de [From.GetName].;Gute Nachrichten, oh [Root.GetLordLady]! Wir haben glaubwürdige Berichte erhalten, dass ein großer weißer Löwe vor kurzem in der Provinz [From.GetName] gesichtet wurde.;;Buenas noticias, mi [Root.GetLordLady]! Hemos recibido informes creíbles de un avistamiento reciente del gran león blanco en la provincia de [From.GetName];;;;;;;;;x
EVTOPTA_WoL_5004;Saddle my horse!;Sellez mon cheval !;Sattelt mein Pferd!;;¡Ensilla mi caballo!;;;;;;;;;x
EVTOPTB_WoL_5004;I don't have the time now.;Je n'ai pas le temps.;Ich habe jetzt keine Zeit dafür.;;No tengo tiempo ahora.;;;;;;;;;x
EVTDESC_WoL_5007_stag;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a majestic great white wyvern! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un majestueux cerf blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Auf der Jagd werdet Ihr in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch, die Gruppe wiederzufinden, erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Hirsch zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un majestuoso gran ciervo blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTDESC_WoL_5007_bear;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a fearsome great white direwolf! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un terrifiant ours blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Auf der Jagd werdet Ihr in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch, die Gruppe wiederzufinden, erblickt Ihr in der Ferne etwas Seltsames... Ihr reitet näher heran und seht einen furchterregenden großen weißen Bären! Während Ihr Euch ihm vorsichtig nähert, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, aber aufgrund des schwierigen Geländes könnt Ihr ihn nicht einholen.\n\nWährend Ihr zu Eurer Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un tremendo oso blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTDESC_WoL_5007_tiger;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a fearsome great Shai-Hulud! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un terrifiant tigre blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Auf der Jagd werdet Ihr in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch, die Gruppe wiederzufinden, erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Tiger zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un tremendo tigre blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTDESC_WoL_5007_lion;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a majestic great winged lion! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un majestueux lion blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Auf der Jagd werdet Ihr in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch, die Gruppe wiederzufinden, erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Löwen zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un majestuoso león blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelves con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
