EVTTOOLTIP36010;The White Wyvern;Le cerf blanc;Der Weiße Hirsch;;El Ciervo Blanco;;;;;;;;;x
EVTDESC_WoL_5010_stag;You have gathered your followers and your hunting dogs, you have saddled your horse and prepared your weapons. You are ready to set out to hunt the great white wyvern.;Vous avez rassemblé votre suite et vos chiens de chasse, fait seller vos chevaux et préparer vos armes. Vous êtes maintenant prêt à chasser le grand cerf blanc.;Ihr habt Eure Getreuen und Eure Jagdhunde versammelt, das Pferd gesattelt und die Waffen vorbereitet. Nun seid Ihr bereit, die Jagd auf den weißen Hirsch zu beginnen.;;Has reunido a los tuyos, tus perros de caza, ensillado tu caballo y preparado tus armas. Estás listo/a para cazar al gran ciervo blanco. ;;;;;;;;;x
EVTDESC_WoL_5010_bear;You have gathered your followers and your hunting dogs, you have saddled your horse and prepared your weapons. You are ready to set out to hunt the great white direwolf.;Vous avez rassemblé votre suite et vos chiens de chasse, fait seller vos chevaux et préparer vos armes. Vous êtes maintenant prêt à chasser le grand ours blanc.;Ihr habt Eure Getreuen und Eure Jagdhunde versammelt, das Pferd gesattelt und die Waffen vorbereitet. Nun seid Ihr bereit, die Jagd auf den weißen Bären zu beginnen.;;Has reunido a los tuyos, tus perros de caza, ensillado tu caballo y preparado tus armas. Estás listo/a para cazar al gran oso blanco. ;;;;;;;;;x
EVTDESC_WoL_5010_tiger;You have gathered your followers and your hunting dogs, you have saddled your horse and prepared your weapons. You are ready to set out to hunt the great Shai-Hulud.;Vous avez rassemblé votre suite et vos chiens de chasse, fait seller vos chevaux et préparer vos armes. Vous êtes maintenant prêt à chasser le grand tigre blanc.;Ihr habt Eure Getreuen und Eure Jagdhunde versammelt, das Pferd gesattelt und die Waffen vorbereitet. Nun seid Ihr bereit, die Jagd auf den weißen Tiger zu beginnen.;;Has reunido a los tuyos, tus perros de caza, ensillado tu caballo y preparado tus armas. Estás listo/a para cazar al gran tigre blanco. ;;;;;;;;;x
EVTDESC_WoL_5010_lion;You have gathered your followers and your hunting dogs, you have saddled your horse and prepared your weapons. You are ready to set out to hunt the great winged lion.;Vous avez rassemblé votre suite et vos chiens de chasse, fait seller vos chevaux et préparer vos armes. Vous êtes maintenant prêt à chasser le grand lion blanc.;Ihr habt Eure Getreuen und Eure Jagdhunde versammelt, das Pferd gesattelt und die Waffen vorbereitet. Nun seid Ihr bereit, die Jagd auf den weißen Löwen zu beginnen.;;Has reunido a los tuyos, tus perros de caza, ensillado tu caballo y preparado tus armas. Estás listo/a para cazar al gran león blanco. ;;;;;;;;;x
EVTOPTA_WoL_5010;An epic hunt it shall be!;Ce sera une chasse épique !;Dies verspricht, eine großartige Jagd zu werden!;;¡Será una búsqueda épica!;;;;;;;;;x
EVTOPTB_WoL_5010;This time it will not escape me!;Cette fois, il ne m'échappera pas !;Dieses Mal wird das Tier mir nicht entkommen!;;¡Esta vez no se me escapará!;;;;;;;;;x
EVTDESC_WoL_5030_stag;After many days of hard hunting and tracking, you have finally managed to trap the white wyvern in a cul-de-sac between two rocks. The great animal is at your mercy - it looks at you with intelligent eyes, and you are suddenly struck by its great beauty...;Après plusieurs jours de rude traque, vous parvenez à acculer le cerf blanc entre deux rochers. Le bel animal est à votre merci. Il vous regarde de ses yeux intelligents et, soudain, sa grande beauté vous frappe.;Jagd und Aufspüren des Tieres erweisen sich als schwierig und langwierig. Doch nach zwei Tagen schafft Ihr es schließlich, den weißen Hirsch in einer Sackgasse zwischen zwei Felsen in die Enge zu treiben. Das große Tier ist Euch ausgeliefert und es sieht Euch mit klugen Augen an. Plötzlich werdet Ihr seiner enormen Schönheit gewahr...;; Después de muchos días de difícil caza y rastreo, por fin, has logrado atrapar al ciervo blanco en un callejón sin salida entre dos rocas. El gran animal está a tu merced -te mira con ojos inteligentes , y estás de repente golpeado por su gran belleza... ;;;;;;;;;x
EVTDESC_WoL_5030_bear;After many days of hard hunting and tracking, you have finally managed to trap the white direwolf in a cul-de-sac between two rocks. The great animal is at your mercy - it looks at you with intelligent eyes, and you are suddenly struck by its great beauty...;Après plusieurs jours de rude traque, vous parvenez à acculer l'ours blanc entre deux rochers. Le bel animal est à votre merci. Il vous regarde de ses yeux intelligents et, soudain, sa grande beauté vous frappe.;Jagd und Aufspüren des Tieres erweisen sich als schwierig und langwierig. Doch nach zwei Tagen schafft Ihr es schließlich, den weißen Bären in einer Sackgasse zwischen zwei Felsen in die Enge zu treiben. Das große Tier ist Euch ausgeliefert und es sieht Euch mit klugen Augen an. Plötzlich werdet Ihr seiner enormen Schönheit gewahr...;;Después de muchos días de difícil caza y rastreo, por fin, has logrado atrapar al oso blanco en un callejón sin salida entre dos rocas. El gran animal está a tu merced... Te mira con ojos inteligentes y de repente te sientes impresionado por su gran belleza... ;;;;;;;;;x
EVTDESC_WoL_5030_tiger;After many days of hard hunting and tracking, you have finally managed to trap the Shai-Hulud in a cul-de-sac between two rocks. The great animal is at your mercy - it looks at you with intelligent eyes, and you are suddenly struck by its great beauty...;Après plusieurs jours de rude traque, vous parvenez à acculer le tigre blanc entre deux rochers. Le bel animal est à votre merci. Il vous regarde de ses yeux intelligents et, soudain, sa grande beauté vous frappe.;Jagd und Aufspüren des Tieres erweisen sich als schwierig und langwierig. Doch nach zwei Tagen schafft Ihr es schließlich, den weißen Tiger in einer Sackgasse zwischen zwei Felsen in die Enge zu treiben. Das große Tier ist Euch ausgeliefert und es sieht Euch mit klugen Augen an. Plötzlich werdet Ihr seiner enormen Schönheit gewahr...;;Después de muchos días de difícil caza y rastreo, por fin, has logrado atrapar al tigre blanco en un callejón sin salida entre dos rocas. El gran animal está a tu merced... Te mira con ojos inteligentes y de repente te sientes impresionado por su gran belleza... ;;;;;;;;;x
EVTDESC_WoL_5030_lion;After many days of hard hunting and tracking, you have finally managed to trap the winged lion in a cul-de-sac between two rocks. The great animal is at your mercy - it looks at you with intelligent eyes, and you are suddenly struck by its great beauty...;Après plusieurs jours de rude traque, vous parvenez à acculer le lion blanc entre deux rochers. Le bel animal est à votre merci. Il vous regarde de ses yeux intelligents et, soudain, sa grande beauté vous frappe.;Jagd und Aufspüren des Tieres erweisen sich als schwierig und langwierig. Doch nach zwei Tagen schafft Ihr es schließlich, den weißen Löwen in einer Sackgasse zwischen zwei Felsen in die Enge zu treiben. Das große Tier ist Euch ausgeliefert und es sieht Euch mit klugen Augen an. Plötzlich werdet Ihr seiner enormen Schönheit gewahr...;;Después de muchos días de difícil caza y rastreo, por fin, has logrado atrapar al león blanco en un callejón sin salida entre dos rocas. El gran animal está a tu merced... Te mira con ojos inteligentes y de repente te sientes impresionado por su gran belleza... ;;;;;;;;;x
EVTOPTA_WoL_5030;Its head will adorn my wall!;Sa tête ira décorer mon mur !;Sein Kopf wird meine Wand schmücken!;;¡Su cabeza adornará mi pared!;;;;;;;;;x
EVTOPTB_WoL_5030;I cannot slay such a noble animal.;Je ne peux tuer un si noble animal.;Ein solch edles Tier kann ich nicht töten!;;No puedo matar a un animal tan noble. ;;;;;;;;;x
EVTDESC_WoL_5035_stag;During your hunt, you come to a deep gorge. Right on the other side is the white wyvern, staring at you! You are so close, yet cannot reach it. As it runs away, you realize that you must return home without a victory this time.;Au cours de la chasse, vous atteignez une profonde gorge. De l'autre côté de la faille, c'est le cerf blanc qui vous regarde ! Vous en êtes si proche et si loin à la fois... Il s'enfuit soudain et vous comprenez qu'une fois de plus, vous rentrerez bredouille.;Während der Jagd gelangt Ihr an eine tiefe Schlucht. Genau auf der anderen Seite befindet sich der weiße Hirsch und starrt Euch an! Ihr seid ihm so nah und doch könnt Ihr ihn nicht erreichen. Als er wegläuft, wird Euch klar, dass Ihr dieses Mal keinen Sieg davontragen werdet.;;Durante la caza, llegas a un profundo barranco. ¡Justo al otro lado está el ciervo blanco, mirándote fijamente! Estás tan cerca, mas no puedes alcanzarlo. Al escaparse, te das cuenta que esta vez deberás volver a casa sin una victoria.;;;;;;;;;x
EVTDESC_WoL_5035_bear;During your hunt, you come to a deep gorge. Right on the other side is the white direwolf, staring at you! You are so close, yet cannot reach it. As it runs away, you realize that you must return home without a victory this time.;Au cours de la chasse, vous atteignez une profonde gorge. De l'autre côté de la faille, c'est l'ours blanc qui vous regarde ! Vous en êtes si proche et si loin à la fois... Il s'enfuit soudain et vous comprenez qu'une fois de plus, vous rentrerez bredouille.;Während der Jagd gelangt Ihr an eine tiefe Schlucht. Genau auf der anderen Seite befindet sich der weiße Bär und starrt Euch an! Ihr seid ihm so nah und doch könnt Ihr ihn nicht erreichen. Als er wegläuft, wird Euch klar, dass Ihr dieses Mal keinen Sieg davontragen werdet.;;Durante la caza, llegas a un profundo barranco. ¡Justo al otro lado está el oso blanco, mirándote fijamente! Estás tan cerca, mas no puedes alcanzarlo. Al escaparse, te das cuenta que esta vez deberás volver a casa sin una victoria.;;;;;;;;;x
EVTDESC_WoL_5035_tiger;During your hunt, you come to a deep gorge. Right on the other side is the Shai-Hulud, staring at you! You are so close, yet cannot reach it. As it runs away, you realize that you must return home without a victory this time.;Au cours de la chasse, vous atteignez une profonde gorge. De l'autre côté de la faille, c'est le tigre blanc qui vous regarde ! Vous en êtes si proche et si loin à la fois... Il s'enfuit soudain et vous comprenez qu'une fois de plus, vous rentrerez bredouille.;Während der Jagd gelangt Ihr an eine tiefe Schlucht. Genau auf der anderen Seite befindet sich der weiße Tiger und starrt Euch an! Ihr seid ihm so nah und doch könnt Ihr ihn nicht erreichen. Als er wegläuft, wird Euch klar, dass Ihr dieses Mal keinen Sieg davontragen werdet.;;Durante la caza, llegas a un profundo barranco. ¡Justo al otro lado está el tigre blanco, mirándote fijamente! Estás tan cerca, mas no puedes alcanzarlo. Al escaparse, te das cuenta que esta vez deberás volver a casa sin una victoria.;;;;;;;;;x
EVTDESC_WoL_5035_lion;During your hunt, you come to a deep gorge. Right on the other side is the winged lion, staring at you! You are so close, yet cannot reach it. As it runs away, you realize that you must return home without a victory this time.;Au cours de la chasse, vous atteignez une profonde gorge. De l'autre côté de la faille, c'est le lion blanc qui vous regarde ! Vous en êtes si proche et si loin à la fois... Il s'enfuit soudain et vous comprenez qu'une fois de plus, vous rentrerez bredouille.;Während der Jagd gelangt Ihr an eine tiefe Schlucht. Genau auf der anderen Seite befindet sich der weiße Löwe und starrt Euch an! Ihr seid ihm so nah und doch könnt Ihr ihn nicht erreichen. Als er wegläuft, wird Euch klar, dass Ihr dieses Mal keinen Sieg davontragen werdet.;;Durante la caza, llegas a un profundo barranco. ¡Justo al otro lado está el león blanco, mirándote fijamente! Estás tan cerca, mas no puedes alcanzarlo. Al escaparse, te das cuenta que esta vez deberás volver a casa sin una victoria.;;;;;;;;;x
EVTOPTA_WoL_5035;Now I know my purpose in life!;J'ai trouvé mon but dans la vie !;Nun weiß ich, was meine Bestimmung im Leben ist!;;¡Ahora conozco mi objetivo en la vida!;;;;;;;;;x
EVTOPTB_WoL_5035;I'm sure I'll catch it someday.;Je finirai bien par l'attraper.;Eines Tages werde ich ihn erwischen!;;Estoy seguro de que algún día lo atraparé.;;;;;;;;;x
EVTDESC_WoL_5040;Scouring the countryside for your prey, you come upon a lone rider. As you strike up conversation, it turns out he also hunts the same great animal that you are after. His lack of success thus far seems to match yours, but he invites you to talk and share experiences.;Alors que vous parcourez la campagne à la recherche de votre proie, vous croisez un cavalier solitaire. Parlant avec lui, vous comprenez qu'il chasse également le magnifique animal qui vous obsède. Son manque de succès vaut bien le vôtre, mais il vous invite à discuter et à échanger vos expériences respectives.;Während Ihr in der Wildnis nach Eurer Beute Ausschau haltet, begegnet Ihr einem einsamen Reiter. Als ihr ins Gespräch kommt, stellt sich heraus, dass ihr das gleiche Tier jagt und dass ihm genauso wenig Erfolg beschieden ist wie Euch. Er lädt Euch zum Meinungs- und Erfahrungsaustausch ein.;;Dando una batida por el campo en busca de tu presa, encuentras a un jinete solitario. Al entablar conversación, resulta que él también busca el mismo gran animal que tú. Su falta de éxito hasta el momento parece coincidir con la tuya, pero te invita a hablar y compartir experiencias.;;;;;;;;;x
EVTOPTA_WoL_5040;Please join me at my court!;Je vous invite à ma cour !;Bitte besucht mich an meinem Hofe!;;¡Únete a mi corte, por favor!;;;;;;;;;x
EVTOPTB_WoL_5040;It's better to hunt alone.;Je préfère chasser seul.;Alleine jagt es sich besser.;;Es mejor cazar por sí solo.;;;;;;;;;x
EVTOPTC_WoL_5040;A rival - he must die!;Un rival... Il doit mourir !;Ein Rivale – er muss sterben!;;Un rival, ¡debe morir!;;;;;;;;;x
EVTDESC_WoL_5045;You spend weeks in the wilderness searching for any trace of your prey, but to no avail. You find plenty of bugs, snakes and riding sores, however.;Vous passez des semaines dans les étendues sauvages à la recherche d'un indice vous menant à votre proie, sans succès. En revanche, vous ne manquez pas d'insectes, de serpents et de muscles endoloris.;Ihr verbringt Wochen in der Wildnis und sucht nach einer Spur Eurer Beute, aber ohne Erfolg. Ihr findet jedoch jede Menge Insekten und Schlangen und Eure Oberschenkel sind wundgeritten.;;Pasas semanas en los páramos buscando algún rastro de tu presa, pero en vano. Sin embargo encuentras un montón de insectos, serpientes y llagas de montar a caballo.;;;;;;;;;x
EVTOPTA_WoL_5045;This is pointless...;C'est inutile...;Das hat keinen Sinn...;;Esto no tiene sentido...;;;;;;;;;x
EVTDESC_WoL_5050;You spend weeks in the wilderness searching for any trace of your prey, but to no avail. However, you find that you rather enjoy being out in the wilds. All this daily physical activity, it makes you feel... stronger.;Vous passez des semaines dans les étendues sauvages à la recherche d'un indice vous menant à votre proie, sans succès. Cependant, chevaucher en pleine nature vous apporte un certain plaisir. Après toute cette activité physique, vous vous sentez... plus fort.;Ihr verbringt Wochen in der Wildnis und sucht nach einer Spur Eurer Beute, aber ohne Erfolg. Ihr findet jedoch großen Gefallen an Eurem Aufenthalt in der Wildnis. Die körperliche Betätigung führt dazu, dass Ihr Euch... stärker fühlt.;;Pasas semanas en los páramos buscando algún rastro de tu presa, pero en vano. Sin embargo, encuentras que disfrutas y prefieres estar en la naturaleza. Toda esta actividad física diaria, te hace sentir... ¡más fuerte!;;;;;;;;;x
EVTOPTA_WoL_5050;This is great!;Excellent !;Das ist großartig!;;¡Esto es genial!;;;;;;;;;x
EVTDESC_WoL_5055;You spend weeks in the wilderness searching for any trace of your prey, but are forced to return emptyhanded. You are sure that no one's impressed by your failed adventure.;Vous passez des semaines dans les étendues sauvages à la recherche d'un indice vous menant à votre proie, mais vous devez rentrer bredouille. Votre aventure infructueuse ne fait pas belle impression.;Ihr verbringt Wochen in der Wildnis und sucht nach einer Spur Eurer Beute, seid aber gezwungen, mit leeren Händen zurückzukehren. Ihr seid sicher, dass Ihr mit Eurem gescheiterten Abenteuer niemanden beeindrucken werdet.;;Pasas semanas en los páramo buscando algún rastro de tu presa, pero la situación te obliga a volver con las manos vacías. Estás seguro que nadie queda impresionado por su fallida aventura.;;;;;;;;;x
EVTOPTA_WoL_5055;It's my own failure.;Je suis responsable de cet échec.;Es ist meine eigene Schuld.;;Es mi propio fracaso.;;;;;;;;;x
EVTOPTB_WoL_5055;It's because my retainers are useless!;Ce sont mes domestiques qui sont des incapables !;Es ist die Schuld meiner unfähigen Gefolgsleute!;;¡Es porque mis criados son unos inútiles!;;;;;;;;;x
EVTDESC_WoL_5060;Fruitlessly scouring the countryside, you come upon a small cottage in the wilds. As you knock, an old crone opens. When she sees you and your hunting party, she cackles eerily and says that she has a powerful potion that will make you a stronger hunter, sure to catch any prey.;Alors que vous parcourez la campagne sans trouver ce que vous cherchez, vous tombez sur une petite ferme. Vous frappez à la porte et une vieille mégère vous ouvre. Vous voyant accompagné de votre suite, elle glousse joyeusement et vous dit posséder une puissante potion qui fera de vous un chasseur qui ne ratera jamais sa cible.;Während Ihr erfolglos die ländliche Gegend durchstreift, stoßt Ihr auf ein kleines Häuschen in der Wildnis. Ihr klopft an und ein altes Weib öffnet die Tür. Als sie Euch und Eure Jagdgesellschaft sieht, keckert sie ein schauderhaftes Lachen und bietet Euch einen mächtigen Trank an, mit dem Ihr angeblich jede Beute fangen könnt.;;Dando una batida sin frutos por el campo, llegas a una pequeña cabaña en el bosque. Al llamar, abre una viaje bruja. Cuando os ve a ti y tu grupo de caza, ríe extraña e inquietantemente y dice que tiene una potente poción que te hará un cazador más fuerte, capaz de atrapar cualquier presa.;;;;;;;;;x
EVTOPTA_WoL_5060;Sell it to me!;Vendez-la moi !;Verkauft ihn mir!;;¡Véndemela!;;;;;;;;;x
EVTOPTB_WoL_5060;No, let's go home, this is fruitless.;C'est inutile, rentrons.;Nein, gehen wir nach Hause, das hat keinen Zweck.;;No, vámonos a casa, esto es inútil.;;;;;;;;;x
EVTDESC_WoL_5061_good;You drink the potion down. Soon, you start to feel all warm inside. The crone whispers: 'See? You know that this will make you stronger, I can see it in your eyes! Now go, great hunter!'.\n\nYou return home, certain in your belief that next time you will find your prey...;Vous engloutissez la potion. Vous sentez bien vite une chaleur vous envahir. La vieille vous chuchote : 'Vous voyez ? Vous savez que cela vous aidera, je le vois dans vos yeux ! Maintenant, en chasse !'\n\nVous rentrez chez vous, convaincu que la prochaine chasse sera la bonne...;Ihr kippt den Trank hinunter. Bald fühlt Ihr Wärme in Euch aufsteigen. Das alte Weib flüstert: "Seht Ihr? Ihr wisst, dass dieser Trank Euch stärker machen wird, ich kann es in Euren Augen sehen! Geht jetzt, großer Jäger!"\n\nIhr geht nach Hause mit dem sicheren Gefühl, dass Ihr nächstes Mal Eure Beute aufspüren werdet...;;Bebe la poción de un trago. Pronto comienzas a sentirte más caliente por dentro. La bruja susurra: '¿Ves? Sabes que esto te hará más fuerte, ¡lo veo en tus ojos! ¡Ahora vete, gran cazador!' \n\n Vuelves a casa, convencido que la próxima vez encontrarás tu presa...;;;;;;;;;x
EVTDESC_WoL_5061_bad;You drink the potion down. Soon, you start to feel all queasy, and then you pass out. As you awake, you have a strong headache and no desire to continue your hunting expedition. The old crone has disappeared, your guards don't seem to know how or where to.;Vous engloutissez la potion. Vous sentez bien vite la nausée monter, puis tout devient noir. Vous reprenez conscience avec une forte migraine et aucune envie de continuer votre expédition. La vieille a disparu et votre escorte ne semble pas savoir où elle est.;Ihr kippt den Trank hinunter. Bald fühlt Ihr Übelkeit in Euch aufsteigen und werdet ohnmächtig. Als Ihr erwacht, habt Ihr starke Kopfschmerzen. Ihr habt kein Verlangen mehr danach, Euren Jagdausflug fortzusetzen. Das alte Weib ist verschwunden und Eure Wachen scheinen nicht zu wissen, wie oder wohin.;;Bebes la porción en un trago. Pronto comienzas a sentirte muy mareado, y luego te desmayas. Al despertar, tienes un fuerte dolor de cabeza y ninguna gana de seguir tu expedición de caza. La vieja bruja ha desaparecido, los guardias no parecen saber ni cómo ni dónde.;;;;;;;;;x
EVTOPTA_WoL_5061;I don't feel well...;Je ne me sens pas bien...;Es geht mir nicht gut...;;No me siento bien...;;;;;;;;;x
EVTOPTC_WoL_5061;This feels good...;Ça fait du bien...;Das fühlt sich gut an...;;Me siento bien...;;;;;;;;;x
EVTDESC_WoL_5062;You have returned to your court. The hunt for this elusive white beast seems fruitless, but there are many more things out there in the wilds. Maybe next time you will catch your prey...;Vous êtes de retour à votre cour. La traque de cette insaisissable bête blanche semble infructueuse, mais la nature regorge de choses intéressantes. Peut-être la prochaine fois sera-t-elle la bonne...;Ihr seid zum Hof zurückgekehrt. Die Jagd nach diesem scheuen weißen Tier scheint vergebens zu sein, aber es gibt noch viele andere Dinge da draußen in der Wildnis. Vielleicht erwischt Ihr Eure Beute das nächste Mal...;;Has regresado a tu corte. La caza de esta elusiva bestia blanca parece infructuosa, pero hay muchas cosas más ahí en las regiones salvajes. Quizás la próxima vez cogerás tu presa...;;;;;;;;;x
EVTTOOLTIP36010;The White Wyvern;Le cerf blanc;Der Weiße Hirsch;;El Ciervo Blanco;;;;;;;;;x
EVTOPTB36080;I will find the White Bear.;Je trouverai l'ours blanc.;Ich werde den Weißen Bären finden.;;Encontraré el Oso blanco;;;;;;;;;x
EVTOPTC36080;I will find the Shai-Hulud.;Je trouverai le tigre blanc.;Ich werde den Weißen Tiger finden.;;Encontraré el Tigre blanco;;;;;;;;;x
EVTOPTD36080;I will find the Winged Lion.;Je trouverai le lion blanc.;Ich werde den Weißen Löwen finden.;;Encontraré el León blanco;;;;;;;;;x
EVTDESC_TOG_164;Some travelers from faraway Hindustan have offered to teach your pet bear to dance, and you have accepted their offer. After spending many months at your court, they have succeeded and you have become renowned throughout the world as the mighty [Root.GetTitle] with the dancing white direwolf.;Quelques voyageurs venus du lointain Hindoustan vous ont offert d'enseigner à votre ours à danser, offre que vous avez acceptée. Après avoir séjourné de nombreux mois dans votre cour, ils ont réussi et vous êtes devenu[Root.Get_E] célèbre à travers le monde en tant que puissant[Root.Get_E] [Root.GetTitle] à l'ours blanc dansant. ;Einige Reisende von Hindustan haben Euch angeboten, Eurem Bären das Tanzen beizubringen, und Ihr habt dieses Angebot angenommen. Nach einigen Monaten an Eurem Hofe hatten sie Erfolg und Ihr wurdet weltweit bekannt als [Root.GetTitle] voll Macht mit einem tanzenden, weißen Bären.;;Algunos viajeros procedentes de la lejana Hindustan se han ofrecido para enseñar a tu mascota el oso a bailar, y has aceptado su oferta. Después de pasar varios meses en tu corte, han tenido éxito y te has hecho famoso en todo el mundo como el poderoso [Root.GetTitle] con el oso blanco que baila.;;;;;;;;;x
